beds,baths,sqft,neighborhood,latitude,longitude,price,description
1,2.0,598.0,Downtown,40.70591416956049,-74.0010574385896,2413,Modern 1bd near transit with central AC and secure entry
4,2.0,1175.0,Old Town,40.73282349821402,-73.90962073632129,4198,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,1.0,807.0,Uptown,40.78996618579963,-73.95738625342287,3020,Modern 2bd near transit with central AC and secure entry
4,3.0,1117.0,Old Town,40.71774457787932,-73.92889811251963,4024,"Family-friendly 4bd with backyard, washer/dryer, and storage"
2,2.0,751.0,Old Town,40.72192422384079,-73.93045456084043,2852,Modern 2bd near transit with central AC and secure entry
2,2.0,833.0,Midtown,40.76626217517738,-73.98490157387198,3029,Modern 2bd near transit with central AC and secure entry
4,3.0,1066.0,Riverside,40.83018790865769,-73.9493642427707,4045,"Cozy 4bd, no pets, hardwood floors"
3,2.0,998.0,Old Town,40.74472694399395,-73.92602856569155,3575,"Bright 3bd with balcony, dishwasher, and gym access"
1,2.0,611.0,Old Town,40.75176032981276,-73.95244363156962,2453,"Cozy 1bd, no pets, hardwood floors"
3,2.0,1042.0,Old Town,40.74704339741589,-73.94709493174399,3580,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,1150.0,Midtown,40.751227930571204,-73.97876329067127,4000,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,836.0,Midtown,40.77279864198613,-73.99934291958019,2977,"Bright 2bd with balcony, dishwasher, and gym access"
4,3.0,1154.0,Midtown,40.75184946146787,-73.98432961512998,4241,"Bright 4bd with balcony, dishwasher, and gym access"
3,2.0,995.0,Downtown,40.710563607943655,-73.99575161526518,3330,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,839.0,Midtown,40.799231131391814,-73.98046815149769,2736,Spacious 2bd with in-unit laundry and garage parking
1,,611.0,Downtown,40.70397764274205,-74.02155809996766,2518,"Cozy 1bd, no pets, hardwood floors"
3,2.0,1030.0,Downtown,40.70889695303698,-74.01728299863234,3873,"Bright 3bd with balcony, dishwasher, and gym access"
1,1.0,590.0,Riverside,40.8069105975037,-73.96107574037059,2113,"Bright 1bd with balcony, dishwasher, and gym access"
4,3.0,1182.0,Old Town,40.7250419815457,-73.9113805398346,4124,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,1027.0,Uptown,40.77587463216912,-73.97263317281478,3511,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,2.0,836.0,Midtown,40.76566995199068,-73.97479534127477,2960,"Bright 2bd with balcony, dishwasher, and gym access"
1,1.0,707.0,Uptown,40.80003091825852,-73.96605804225207,2485,"Bright 1bd with balcony, dishwasher, and gym access"
3,2.0,959.0,Riverside,40.81391095240945,-73.97448129806433,3307,"Bright 3bd with balcony, dishwasher, and gym access"
1,1.0,575.0,Old Town,40.74161698352421,-73.92434325019812,2074,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,770.0,Uptown,40.802854640097046,-73.99122123190674,2830,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1196.0,Uptown,40.773813802612786,-73.96132230836758,4128,"Cozy 4bd, no pets, hardwood floors"
4,3.0,1190.0,Midtown,40.72618362624143,-73.97959592591454,4007,Spacious 4bd with in-unit laundry and garage parking
4,3.0,1174.0,Old Town,40.743317653099176,-73.9421165029706,4217,Spacious 4bd with in-unit laundry and garage parking
4,3.0,1125.0,Riverside,40.796137719998654,-73.97938964816687,4012,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,1021.0,Midtown,40.75174143456323,-73.99141082202354,3535,Modern 3bd near transit with central AC and secure entry
1,1.0,581.0,Midtown,40.74980590470641,-73.99435213813342,2347,Spacious 1bd with in-unit laundry and garage parking
4,3.0,1216.0,Midtown,40.75474794258134,-73.98889725178788,4193,Modern 4bd near transit with central AC and secure entry
4,3.0,1284.0,Midtown,40.78048958279834,-73.99023022171741,4429,"Bright 4bd with balcony, dishwasher, and gym access"
4,3.0,1185.0,Riverside,40.8054298025943,-73.97342259559771,4015,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,3.0,1013.0,Old Town,40.723524850689905,-73.95565244645279,3322,Modern 3bd near transit with central AC and secure entry
1,2.0,610.0,Midtown,40.73914360502627,-73.99998397935583,2297,"Bright 1bd with balcony, dishwasher, and gym access"
3,3.0,918.0,Midtown,40.76020436201712,-73.97258591613658,3468,Modern 3bd near transit with central AC and secure entry
2,2.0,,Midtown,40.73656002567726,-73.99208892161619,2745,Spacious 2bd with in-unit laundry and garage parking
4,3.0,1126.0,Downtown,40.6963973114878,-74.0091713251296,3917,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,752.0,Uptown,40.79760923392449,-73.97656258881929,2878,"Cozy 2bd, no pets, hardwood floors"
2,2.0,879.0,Old Town,40.7300297963336,-73.91773725924328,2887,"Cozy 2bd, no pets, hardwood floors"
1,1.0,641.0,Old Town,40.7360948111661,-73.9443211022698,2111,"Bright 1bd with balcony, dishwasher, and gym access"
4,3.0,1185.0,Downtown,40.71470698343003,-74.01593058813683,4350,Modern 4bd near transit with central AC and secure entry
4,3.0,1158.0,Old Town,40.73564578415284,-73.92901591815112,3982,Modern 4bd near transit with central AC and secure entry
1,2.0,623.0,Old Town,40.71419408359402,-73.93309820699136,2478,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,849.0,Midtown,40.75658912090405,-73.97896387123393,3020,"Cozy 2bd, no pets, hardwood floors"
2,2.0,809.0,Uptown,40.79467616461223,-73.96547060475051,2971,"Family-friendly 2bd with backyard, washer/dryer, and storage"
2,2.0,831.0,Uptown,40.781061679759446,-73.96000003974963,2925,Modern 2bd near transit with central AC and secure entry
4,2.0,1162.0,Riverside,40.790823246684276,-73.98234626392043,3727,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,616.0,Downtown,40.67445655978527,-74.00684169142085,2217,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,754.0,Downtown,40.70294144272608,-74.00122694628709,2904,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,1.0,551.0,Uptown,40.76104527127147,-73.97896614261079,2283,"Bright 1bd with balcony, dishwasher, and gym access"
1,2.0,620.0,Downtown,40.71844323887038,-74.01835803375619,2123,Modern 1bd near transit with central AC and secure entry
4,2.0,1172.0,Midtown,40.76291108098336,-73.99218427114081,4145,Modern 4bd near transit with central AC and secure entry
4,3.0,1119.0,Old Town,40.730206300282646,-73.928058103923,3856,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,1.0,629.0,Downtown,40.724233564277384,-74.00489009106415,2439,"Cozy 1bd, no pets, hardwood floors"
3,2.0,992.0,Midtown,40.74823187646146,-73.99099646634856,3556,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,544.0,Riverside,40.80894346435704,-73.97875504300178,2352,"Family-friendly 1bd with backyard, washer/dryer, and storage"
1,1.0,593.0,Uptown,40.78256320084032,-73.97583060918033,2446,Spacious 1bd with in-unit laundry and garage parking
2,2.0,826.0,Uptown,40.78345965860017,-73.98331139035099,3019,"Cozy 2bd, no pets, hardwood floors"
1,2.0,,Uptown,40.762476667773456,-73.96495108860849,2485,"Cozy 1bd, no pets, hardwood floors"
2,2.0,764.0,Downtown,40.724369577081866,-74.02750609948998,2884,Modern 2bd near transit with central AC and secure entry
4,3.0,1176.0,Downtown,40.717227113931116,-73.99300180502186,4617,"Cozy 4bd, no pets, hardwood floors"
3,3.0,1031.0,Old Town,40.73775093256115,-73.94020004214411,3373,"Cozy 3bd, no pets, hardwood floors"
3,2.0,1021.0,Midtown,40.746678043562994,-73.9845282630478,3519,"Cozy 3bd, no pets, hardwood floors"
2,2.0,806.0,Midtown,40.760973420706165,-73.98435030986613,3094,Spacious 2bd with in-unit laundry and garage parking
1,1.0,611.0,Downtown,40.71063838443859,-74.01899182068948,2493,"Bright 1bd with balcony, dishwasher, and gym access"
1,1.0,605.0,Riverside,40.8063722594957,-73.96084974606704,2396,"Cozy 1bd, no pets, hardwood floors"
2,2.0,829.0,Downtown,40.71520986550554,-74.00466807625915,3125,Modern 2bd near transit with central AC and secure entry
1,3.0,638.0,Old Town,40.750750993852954,-73.94269254541487,2013,"Cozy 1bd, no pets, hardwood floors"
4,,1195.0,Midtown,40.77337722116948,-73.99430829363067,4422,"Cozy 4bd, no pets, hardwood floors"
4,3.0,1175.0,Uptown,40.79800740687548,-73.95639958939903,4091,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
4,,1203.0,Midtown,40.75448338555918,-73.96556844335127,4381,"Family-friendly 4bd with backyard, washer/dryer, and storage"
3,3.0,,Downtown,40.718428430640955,-74.01652726929369,3292,"Cozy 3bd, no pets, hardwood floors"
3,2.0,1021.0,Uptown,40.78021012086733,-73.95760685232672,3602,Spacious 3bd with in-unit laundry and garage parking
3,3.0,1025.0,Old Town,40.74167677642252,-73.94789648481655,3463,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,778.0,Downtown,40.71112891225371,-74.00355772420669,3041,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,,,Midtown,40.75190874493109,-73.9572064033195,3506,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,1232.0,Midtown,40.76080396492087,-73.98624174629084,4288,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1180.0,Downtown,40.727090212531095,-74.01038256241807,4040,"Cozy 4bd, no pets, hardwood floors"
3,3.0,921.0,Uptown,40.79678913132741,-73.99121278874699,3420,"Bright 3bd with balcony, dishwasher, and gym access"
1,1.0,601.0,Downtown,40.707356151445055,-73.99341115497947,2340,"Bright 1bd with balcony, dishwasher, and gym access"
3,3.0,1021.0,Uptown,40.80354237264708,-73.98047954855606,3637,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,2.0,799.0,Downtown,40.702122140365375,-73.99919064283556,3132,"Cozy 2bd, no pets, hardwood floors"
3,3.0,970.0,Uptown,40.77722359326099,-73.97442293501307,3516,"Bright 3bd with balcony, dishwasher, and gym access"
3,1.0,1046.0,Midtown,40.76851686029685,-73.99202922617937,3441,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
4,4.0,1128.0,Midtown,40.734414890981576,-74.00111301322727,4109,"Cozy 4bd, no pets, hardwood floors"
2,3.0,778.0,Midtown,40.75811946702865,-74.00786107778168,3312,Spacious 2bd with in-unit laundry and garage parking
4,3.0,1178.0,Riverside,40.79773407499243,-73.98320515819492,4394,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1186.0,Uptown,40.804379268082386,-73.9452182888628,3689,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,830.0,Old Town,40.7179016347719,-73.93211889583954,2944,"Bright 2bd with balcony, dishwasher, and gym access"
2,2.0,846.0,Midtown,40.74647515521604,-73.98921178722466,3153,Spacious 2bd with in-unit laundry and garage parking
3,,998.0,Midtown,40.77964163193547,-73.99110026257271,3540,Modern 3bd near transit with central AC and secure entry
4,3.0,1190.0,Downtown,40.70936755045316,-74.01731035120673,4142,"Cozy 4bd, no pets, hardwood floors"
3,2.0,980.0,Midtown,40.77175427253198,-74.02465920043029,3502,Modern 3bd near transit with central AC and secure entry
4,4.0,1173.0,Old Town,40.72528643214162,-73.93575063312962,4180,Spacious 4bd with in-unit laundry and garage parking
2,2.0,814.0,Riverside,40.79336707204179,-73.95613745390722,2783,"Family-friendly 2bd with backyard, washer/dryer, and storage"
3,2.0,999.0,Uptown,40.79912432740765,-73.98814447415455,3711,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,2.0,841.0,Old Town,40.75572183984525,-73.95227910589223,2941,Modern 2bd near transit with central AC and secure entry
4,3.0,1192.0,Downtown,40.72826356818011,-74.00420206761757,4074,Modern 4bd near transit with central AC and secure entry
2,2.0,812.0,Downtown,40.70675558683464,-74.01091240315611,3170,"Cozy 2bd, no pets, hardwood floors"
3,2.0,958.0,Old Town,40.73019784651208,-73.93269898565762,3225,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,633.0,Downtown,40.70175814778354,-74.00880727949215,2326,"Cozy 1bd, no pets, hardwood floors"
4,3.0,1169.0,Downtown,40.703551926124874,-74.02058059432488,4097,"Bright 4bd with balcony, dishwasher, and gym access"
2,2.0,818.0,Riverside,40.791492259570504,-73.98029969559234,3282,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,898.0,Riverside,40.79625814104699,-73.96131030113438,2966,Spacious 2bd with in-unit laundry and garage parking
3,2.0,969.0,Uptown,40.78614852425014,-73.94750786268007,3170,Spacious 3bd with in-unit laundry and garage parking
2,2.0,827.0,Midtown,40.73147456383536,-73.97986790840544,2899,"Family-friendly 2bd with backyard, washer/dryer, and storage"
4,3.0,1213.0,Riverside,40.80137704286229,-73.95671195589154,4262,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,994.0,Downtown,40.72139758245173,-74.00797990100162,3714,Modern 3bd near transit with central AC and secure entry
3,2.0,1084.0,Midtown,40.760071815418286,-73.99442883055502,4024,Modern 3bd near transit with central AC and secure entry
1,2.0,,Midtown,40.76536415975226,-74.00804651262547,2561,"Family-friendly 1bd with backyard, washer/dryer, and storage"
1,1.0,643.0,Riverside,40.81062191726379,-73.96677808133083,2402,Modern 1bd near transit with central AC and secure entry
2,2.0,778.0,Riverside,40.795455255546024,-73.96929039839335,2773,"Bright 2bd with balcony, dishwasher, and gym access"
4,3.0,1156.0,Old Town,40.72868964518494,-73.91963235487422,4318,Modern 4bd near transit with central AC and secure entry
4,4.0,1180.0,Downtown,40.75160192395899,-73.9913615501102,4143,"Family-friendly 4bd with backyard, washer/dryer, and storage"
3,3.0,1024.0,Uptown,40.77791609056932,-73.96364261810858,3468,"Bright 3bd with balcony, dishwasher, and gym access"
3,2.0,1003.0,Midtown,40.766079949992694,-73.99660192866936,3511,"Cozy 3bd, no pets, hardwood floors"
2,2.0,860.0,Riverside,40.78617040843335,-73.967259371147,2830,"Bright 2bd with balcony, dishwasher, and gym access"
1,1.0,626.0,Downtown,40.722492491232416,-74.02534169921121,2331,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,3.0,617.0,Downtown,40.70414922558815,-73.99912817949212,2353,Spacious 1bd with in-unit laundry and garage parking
2,2.0,918.0,Old Town,40.73110068335925,-73.91820471655281,3163,"Cozy 2bd, no pets, hardwood floors"
2,2.0,826.0,Midtown,40.741063590551086,-73.95727402079861,2927,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,601.0,Riverside,40.782844090677166,-73.99084996462594,2128,"Family-friendly 1bd with backyard, washer/dryer, and storage"
2,1.0,782.0,Downtown,40.71209304664603,-74.01961350713896,2720,Spacious 2bd with in-unit laundry and garage parking
1,2.0,592.0,Old Town,40.73013493203146,-73.93608472254745,2295,"Cozy 1bd, no pets, hardwood floors"
3,3.0,1027.0,Downtown,40.71045070945471,-74.01610893238636,3653,"Family-friendly 3bd with backyard, washer/dryer, and storage"
4,3.0,1155.0,Downtown,40.71799187383096,-74.00980804537721,4082,"Family-friendly 4bd with backyard, washer/dryer, and storage"
3,2.0,995.0,Uptown,40.797943978449055,-73.97336446703034,3458,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,2.0,807.0,Midtown,40.746424230925605,-74.00575252662212,3018,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
2,3.0,839.0,Uptown,40.78263468682262,-73.98643045485635,3177,Modern 2bd near transit with central AC and secure entry
2,2.0,776.0,Downtown,40.69660045775194,-73.99967051229024,2836,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,587.0,Downtown,40.69146795926604,-73.98905367946,2361,Modern 1bd near transit with central AC and secure entry
3,2.0,999.0,Old Town,40.73251659661275,-73.9357261115723,3656,"Bright 3bd with balcony, dishwasher, and gym access"
3,2.0,1014.0,Downtown,40.70038280871339,-73.99682753244389,3508,Modern 3bd near transit with central AC and secure entry
1,2.0,643.0,Old Town,40.730565140796834,-73.94343315971288,2330,"Bright 1bd with balcony, dishwasher, and gym access"
2,3.0,778.0,Old Town,40.73299789635982,-73.95539342546526,2858,Modern 2bd near transit with central AC and secure entry
2,2.0,837.0,Downtown,40.69317607442141,-74.01944223302361,2838,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,,Old Town,40.73479432721132,-73.93523909986166,2300,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,969.0,Midtown,40.770587751186675,-73.99653987822603,3533,Modern 3bd near transit with central AC and secure entry
3,2.0,952.0,Midtown,40.76489601408578,-73.98686644662874,3589,Spacious 3bd with in-unit laundry and garage parking
3,3.0,1042.0,Downtown,40.70148345766311,-74.00137630795145,3484,Modern 3bd near transit with central AC and secure entry
3,2.0,1015.0,Riverside,40.80050785770106,-73.97404943032974,3578,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1194.0,Uptown,40.78520398904573,-73.97275436463124,4354,"Cozy 4bd, no pets, hardwood floors"
4,3.0,1220.0,Uptown,40.78285574317779,-73.97615111779892,4493,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,1103.0,Riverside,40.785640617533275,-73.96560281500926,3886,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,1102.0,Midtown,40.74836742751535,-73.99774394641173,3881,"Family-friendly 4bd with backyard, washer/dryer, and storage"
2,2.0,780.0,Riverside,40.79841160187077,-73.95769168146992,2977,"Bright 2bd with balcony, dishwasher, and gym access"
4,3.0,1145.0,Old Town,40.732827362092294,-73.94157370650028,3988,Modern 4bd near transit with central AC and secure entry
4,3.0,1136.0,Riverside,40.79444384730559,-73.95887024085373,4132,Modern 4bd near transit with central AC and secure entry
3,3.0,947.0,Riverside,40.77253917076663,-73.95693162012961,3368,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1158.0,Riverside,40.77881181070083,-73.98348489489987,3862,"Cozy 4bd, no pets, hardwood floors"
3,2.0,941.0,Downtown,40.706628810024846,-73.97995851028483,3474,Modern 3bd near transit with central AC and secure entry
3,2.0,1003.0,Old Town,40.75072903232017,-73.92672214693043,3627,"Bright 3bd with balcony, dishwasher, and gym access"
2,2.0,812.0,Old Town,40.734878508539545,-73.95754732361614,2953,"Bright 2bd with balcony, dishwasher, and gym access"
4,3.0,1189.0,Old Town,40.73248109795457,-73.94179065822271,4180,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,,1010.0,Midtown,40.74819996799653,-73.9836423629203,3616,Spacious 3bd with in-unit laundry and garage parking
4,2.0,1194.0,Riverside,40.79564667988664,-73.95606840544838,4229,Modern 4bd near transit with central AC and secure entry
2,2.0,795.0,Downtown,40.68956854278865,-74.00509986293184,3058,"Bright 2bd with balcony, dishwasher, and gym access"
4,4.0,1255.0,Uptown,40.77415083331783,-73.97611562994699,4188,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
1,2.0,639.0,Uptown,40.78835551703375,-73.98460769435131,2361,"Cozy 1bd, no pets, hardwood floors"
1,1.0,,Downtown,40.71477078567175,-74.00854805846251,2566,"Cozy 1bd, no pets, hardwood floors"
3,4.0,950.0,Old Town,40.72267295761788,-73.94084686983213,3468,Spacious 3bd with in-unit laundry and garage parking
3,2.0,920.0,Downtown,40.710945377305755,-74.01521403815076,3504,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,1171.0,Old Town,40.73068513370391,-73.93853811945999,4110,Spacious 4bd with in-unit laundry and garage parking
2,2.0,805.0,Riverside,40.793964609555196,-73.94742189319317,2910,Modern 2bd near transit with central AC and secure entry
3,2.0,971.0,Midtown,40.76298287907074,-73.99009254679147,3466,"Cozy 3bd, no pets, hardwood floors"
3,2.0,1070.0,Old Town,40.7323503251699,-73.94752184164128,3640,"Bright 3bd with balcony, dishwasher, and gym access"
4,4.0,1192.0,Downtown,40.70755874071866,-74.00984092940526,4138,Modern 4bd near transit with central AC and secure entry
3,3.0,1019.0,Riverside,40.78633847308108,-73.96185175142406,3560,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,2.0,773.0,Riverside,40.795232647568646,-73.97076560000937,2781,Spacious 2bd with in-unit laundry and garage parking
4,3.0,1130.0,Downtown,40.70597536169052,-73.97049091291228,4147,Spacious 4bd with in-unit laundry and garage parking
1,1.0,631.0,Old Town,40.722648618197915,-73.96002412344663,2404,"Cozy 1bd, no pets, hardwood floors"
4,4.0,1177.0,Uptown,40.76550081634849,-73.96208836852765,4092,Modern 4bd near transit with central AC and secure entry
1,1.0,556.0,Uptown,40.800737432300195,-73.97938156629647,1934,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,803.0,Old Town,40.745947396035625,-73.92630092000188,2986,Spacious 2bd with in-unit laundry and garage parking
4,2.0,1171.0,Uptown,40.782426238428165,-73.97432535540524,4133,Spacious 4bd with in-unit laundry and garage parking
3,2.0,981.0,Uptown,40.78687044271699,-73.96067053013415,3361,Modern 3bd near transit with central AC and secure entry
4,3.0,1137.0,Midtown,40.762767534787145,-73.99362169962158,4222,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,968.0,Midtown,40.75590951543569,-73.96172483854333,3318,"Family-friendly 3bd with backyard, washer/dryer, and storage"
3,2.0,983.0,Riverside,40.80431456556755,-73.95606809487741,3690,Modern 3bd near transit with central AC and secure entry
2,2.0,814.0,Downtown,40.71927861984699,-74.00271970707203,2995,Spacious 2bd with in-unit laundry and garage parking
1,2.0,654.0,Uptown,40.78600438680018,-73.9604313124961,2028,Modern 1bd near transit with central AC and secure entry
1,2.0,673.0,Downtown,40.72142370682373,-74.00283327826386,2491,"Bright 1bd with balcony, dishwasher, and gym access"
2,2.0,798.0,Riverside,40.79297484969342,-73.96187329433342,2873,"Bright 2bd with balcony, dishwasher, and gym access"
1,2.0,612.0,Uptown,40.78389590476238,-73.97489907093613,2227,"Bright 1bd with balcony, dishwasher, and gym access"
3,3.0,1008.0,Midtown,40.7901453116996,-74.0039686156925,3469,Modern 3bd near transit with central AC and secure entry
4,4.0,1194.0,Midtown,40.76950215430869,-73.99585205133104,4163,"Family-friendly 4bd with backyard, washer/dryer, and storage"
4,3.0,1153.0,Midtown,40.759574345872124,-73.95467694977091,4053,"Cozy 4bd, no pets, hardwood floors"
2,2.0,842.0,Riverside,40.78975157206211,-73.97518647185792,2714,Spacious 2bd with in-unit laundry and garage parking
4,3.0,1209.0,Uptown,40.78448983515418,-73.98136660349157,4358,Spacious 4bd with in-unit laundry and garage parking
4,3.0,1222.0,Uptown,40.795308676211285,-73.97761435323275,4148,"Bright 4bd with balcony, dishwasher, and gym access"
4,3.0,1241.0,Old Town,40.73844811568179,-73.95115026958159,4080,Modern 4bd near transit with central AC and secure entry
2,2.0,775.0,Midtown,40.73631802197415,-73.98824781974744,2747,"Family-friendly 2bd with backyard, washer/dryer, and storage"
2,3.0,811.0,Midtown,40.73917790594355,-73.96728077304681,3080,"Bright 2bd with balcony, dishwasher, and gym access"
4,4.0,1170.0,Midtown,40.73964235811406,-73.99795224025205,3955,Modern 4bd near transit with central AC and secure entry
1,2.0,626.0,Downtown,40.717763438625695,-74.01303636740074,2420,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
2,3.0,784.0,Old Town,40.712379344361594,-73.91072043007914,2785,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,1.0,,Riverside,40.78928039436208,-73.96885509368995,2197,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,4.0,1174.0,Riverside,40.79878968975873,-73.9579762901764,3975,"Bright 4bd with balcony, dishwasher, and gym access"
3,3.0,,Riverside,40.80684822952805,-73.97642161245277,3408,Spacious 3bd with in-unit laundry and garage parking
1,3.0,633.0,Midtown,40.754090073390685,-73.9882230692025,2376,"Charming 1bd with fireplace, rooftop access, and pet-friendly policy"
1,1.0,598.0,Midtown,40.766987513978385,-73.9995198629783,2363,Modern 1bd near transit with central AC and secure entry
3,2.0,946.0,Uptown,40.80891732668107,-73.98031020064951,3344,Spacious 3bd with in-unit laundry and garage parking
3,3.0,999.0,Riverside,40.80119500723892,-73.98041987327632,3542,"Bright 3bd with balcony, dishwasher, and gym access"
4,3.0,,Old Town,40.71502209186031,-73.94569314090893,4235,Spacious 4bd with in-unit laundry and garage parking
2,3.0,833.0,Uptown,40.77305372138803,-73.97617108428986,2710,"Charming 2bd with fireplace, rooftop access, and pet-friendly policy"
4,3.0,1257.0,Old Town,40.71885241965484,-73.92685337094447,4211,Modern 4bd near transit with central AC and secure entry
2,2.0,821.0,Old Town,40.721204193256185,-73.94592578592142,2780,"Family-friendly 2bd with backyard, washer/dryer, and storage"
4,4.0,1189.0,Riverside,40.79658437363059,-73.95458593345565,4004,"Bright 4bd with balcony, dishwasher, and gym access"
1,2.0,587.0,Old Town,40.73317851408333,-73.93639627435864,2295,Spacious 1bd with in-unit laundry and garage parking
1,1.0,579.0,Midtown,40.740803462760375,-73.99921250151837,2219,Modern 1bd near transit with central AC and secure entry
1,2.0,693.0,Midtown,40.74265908071953,-73.96981778531594,2273,Modern 1bd near transit with central AC and secure entry
2,3.0,773.0,Uptown,40.79106675747758,-73.98153944610709,3077,"Cozy 2bd, no pets, hardwood floors"
4,3.0,1128.0,Midtown,40.751227540274094,-73.99540348211485,4231,"Family-friendly 4bd with backyard, washer/dryer, and storage"
1,2.0,628.0,Riverside,40.79066966540343,-73.96097638762541,2065,"Cozy 1bd, no pets, hardwood floors"
2,2.0,806.0,Uptown,40.78124956535059,-73.94622598706843,2702,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,1.0,594.0,Uptown,40.799704317894204,-73.95548623591439,2376,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,,1158.0,Midtown,40.76605628369938,-73.99057190884609,4090,Spacious 4bd with in-unit laundry and garage parking
3,3.0,1039.0,Uptown,40.79187349061436,-73.97538599233434,3813,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1138.0,Uptown,40.80426331260874,-73.9663486474034,4163,Spacious 4bd with in-unit laundry and garage parking
3,2.0,934.0,Downtown,40.715948324303234,-74.00447512805084,3561,"Family-friendly 3bd with backyard, washer/dryer, and storage"
3,2.0,1028.0,Riverside,40.822183197128325,-73.98370500400604,3440,"Cozy 3bd, no pets, hardwood floors"
4,3.0,1190.0,Midtown,40.780059453932026,-73.98773384568945,4250,Modern 4bd near transit with central AC and secure entry
1,1.0,605.0,Midtown,40.74112621229021,-73.99452651677971,2146,"Bright 1bd with balcony, dishwasher, and gym access"
4,3.0,1107.0,Downtown,40.69299031284732,-73.99815611905298,4295,Spacious 4bd with in-unit laundry and garage parking
3,3.0,960.0,Uptown,40.77224048459584,-73.96917598800555,3545,"Charming 3bd with fireplace, rooftop access, and pet-friendly policy"
3,2.0,988.0,Old Town,40.744210604361996,-73.94326420314279,3374,"Family-friendly 3bd with backyard, washer/dryer, and storage"
2,3.0,857.0,Riverside,40.79808275568371,-73.982140399319,3133,"Cozy 2bd, no pets, hardwood floors"
4,3.0,1129.0,Downtown,40.708139714692585,-73.97511171649671,4465,"Charming 4bd with fireplace, rooftop access, and pet-friendly policy"
2,2.0,807.0,Riverside,40.810635197969326,-73.96967676502672,2912,"Family-friendly 2bd with backyard, washer/dryer, and storage"
1,2.0,657.0,Old Town,40.72325974356582,-73.93571160074787,2434,"Family-friendly 1bd with backyard, washer/dryer, and storage"
4,2.0,1075.0,Midtown,40.75956060902632,-73.99052883648575,3956,"Cozy 4bd, no pets, hardwood floors"
1,1.0,671.0,Downtown,40.71916071034926,-74.01744136988073,2474,Spacious 1bd with in-unit laundry and garage parking
